,open_date,close_date,open_price,close_price,gain,total,position
30,2021-02-01 00:00:00-05:00,2021-10-21 00:00:00-04:00,279.9366760253906,298.0,0.06452646445287864,106.35887544924812,Long
31,2021-11-09 00:00:00-05:00,2021-11-17 00:00:00-05:00,341.1666564941406,363.0033264160156,-0.06400587368727821,99.55128270172258,Short
32,2021-11-22 00:00:00-05:00,2021-11-23 00:00:00-05:00,385.6233215332031,369.6766662597656,-0.04135293272729215,95.43454520524261,Long
33,2021-11-23 00:00:00-05:00,2021-12-22 00:00:00-05:00,369.6766662597656,336.2900085449219,0.09031313242633363,104.05353792441062,Short
34,2021-12-22 00:00:00-05:00,2022-01-05 00:00:00-05:00,336.2900085449219,362.7066650390625,0.07855320057958805,112.22727636000262,Long
35,2022-01-05 00:00:00-05:00,2022-01-31 00:00:00-05:00,362.7066650390625,312.239990234375,0.139139088605533,127.84247730941466,Short
36,2022-01-31 00:00:00-05:00,2022-02-11 00:00:00-05:00,312.239990234375,286.6666564941406,-0.08190281366918568,117.37181871133457,Long
37,2022-02-15 00:00:00-05:00,2022-02-18 00:00:00-05:00,307.4766540527344,285.6600036621094,-0.07095384349695472,109.0438370555376,Long
38,2022-02-28 00:00:00-05:00,2022-03-07 00:00:00-05:00,290.1433410644531,268.1933288574219,-0.0756523038802232,100.79441955834652,Long
39,2022-03-08 00:00:00-05:00,2022-03-14 00:00:00-04:00,274.79998779296875,255.4566650390625,-0.07039055172185558,93.69944475515031,Long
40,2022-03-16 00:00:00-04:00,2022-04-06 00:00:00-04:00,280.07666015625,348.586669921875,0.244611634998091,116.61941913512092,Long
41,2022-04-06 00:00:00-04:00,2022-05-27 00:00:00-04:00,348.586669921875,253.2100067138672,0.273609611146013,148.52761305675526,Short
42,2022-05-27 00:00:00-04:00,2022-06-03 00:00:00-04:00,253.2100067138672,234.51666259765625,-0.07382545563191277,137.56249434891987,Long
43,2022-06-10 00:00:00-04:00,2022-06-15 00:00:00-04:00,232.22999572753906,233.0,-0.003315696880795431,137.10637881549272,Short
44,2022-06-15 00:00:00-04:00,2022-06-16 00:00:00-04:00,233.0,213.10000610351562,-0.08540769912654238,125.39643846528938,Long
45,2022-06-21 00:00:00-04:00,2022-06-30 00:00:00-04:00,237.0366668701172,224.47332763671875,-0.053001670160517586,118.75021779444847,Long
46,2022-07-01 00:00:00-04:00,2022-07-11 00:00:00-04:00,227.26333618164062,234.3433380126953,0.031153295335750873,122.44967840058366,Long
47,2022-07-11 00:00:00-04:00,2022-07-20 00:00:00-04:00,234.3433380126953,247.5,-0.05614267552420005,115.57502583809705,Short
48,2022-07-21 00:00:00-04:00,2022-07-26 00:00:00-04:00,271.7066650390625,258.8599853515625,-0.04728143008804392,110.11047333400919,Long
49,2022-07-26 00:00:00-04:00,2022-07-29 00:00:00-04:00,258.8599853515625,297.1499938964844,-0.14791783478207152,93.82317053161353,Short
50,2022-07-27 00:00:00-04:00,2022-07-29 00:00:00-04:00,274.82000732421875,297.1499938964844,0.0812531328766098,101.44659707372354,Long
51,2022-08-05 00:00:00-04:00,2022-08-15 00:00:00-04:00,288.1700134277344,309.32000732421875,-0.0733941524480938,94.00101006275433,Short
52,2022-08-10 00:00:00-04:00,2022-08-15 00:00:00-04:00,294.3566589355469,309.32000732421875,0.05083407469965981,98.77946443012786,Long
53,2022-08-22 00:00:00-04:00,2024-03-10 00:48:22.929992,289.913330078125,175.33999633789062,0.395198570929317,137.81696761007768,Short
54,2022-08-23 00:00:00-04:00,2024-03-10 00:48:22.880407,296.4533386230469,175.33999633789062,-0.40854099619082734,81.51308637065756,Long
