open_date,close_date,open_price,close_price,gain,total,position
2019-05-15 00:00:00-04:00,2019-08-02 00:00:00-04:00,46.12657165527344,49.29155731201172,0.06861523723011058,106.86152372301106,Long
2019-08-02 00:00:00-04:00,2019-08-06 00:00:00-04:00,49.29155731201172,47.59550476074219,0.0344085811802141,110.53847713707566,Short
2019-08-06 00:00:00-04:00,2019-08-14 00:00:00-04:00,47.59550476074219,49.17082977294922,0.03309818900179821,114.19710054532953,Long
2019-08-14 00:00:00-04:00,2019-09-05 00:00:00-04:00,49.17082977294922,51.72455596923828,-0.05193579624507306,108.26618319962918,Short
2019-09-05 00:00:00-04:00,2019-09-20 00:00:00-04:00,51.72455596923828,52.80377197265625,0.02086467410295029,110.52512182845976,Long
2019-09-20 00:00:00-04:00,2019-10-10 00:00:00-04:00,52.80377197265625,55.80131149291992,-0.056767526414891516,104.25088405555357,Short
2019-10-10 00:00:00-04:00,2019-12-03 00:00:00-05:00,55.80131149291992,63.110595703125,0.13098767779199028,117.90646526575256,Long
2019-12-03 00:00:00-05:00,2019-12-13 00:00:00-05:00,63.110595703125,66.92958068847656,-0.0605125802221268,110.7716408276513,Short
2019-12-13 00:00:00-05:00,2020-01-31 00:00:00-05:00,66.92958068847656,75.28755950927734,0.12487720279771297,124.60449348352132,Long
2020-01-31 00:00:00-05:00,2020-02-06 00:00:00-05:00,75.28755950927734,79.10653686523438,-0.050725211188263265,118.28390423656313,Short
2020-02-06 00:00:00-05:00,2020-02-21 00:00:00-05:00,79.10653686523438,76.32938385009766,-0.03510649214574855,114.13137128151375,Long
2020-02-21 00:00:00-05:00,2020-03-02 00:00:00-05:00,76.32938385009766,72.85733032226562,0.04548777093040283,119.32295295434001,Short
2020-03-02 00:00:00-05:00,2020-06-11 00:00:00-04:00,72.85733032226562,82.12248229980469,0.12716842542208245,134.49706499825666,Long
2020-06-11 00:00:00-04:00,2020-06-22 00:00:00-04:00,82.12248229980469,87.73831176757812,-0.06838358157844912,125.2996739818864,Short
2020-06-22 00:00:00-04:00,2020-07-23 00:00:00-04:00,87.73831176757812,90.79682922363281,0.03485954304838698,129.6675633610068,Long
2020-07-23 00:00:00-04:00,2020-07-31 00:00:00-04:00,90.79682922363281,103.9158935546875,-0.14448813293625484,110.9321392285814,Short
2020-07-31 00:00:00-04:00,2020-09-03 00:00:00-04:00,103.9158935546875,118.42649841308594,0.13963797415418447,126.42247841905045,Long
2020-09-03 00:00:00-04:00,2020-11-03 00:00:00-05:00,118.42649841308594,108.19839477539062,0.0863666812305676,137.3411683130469,Short
2020-11-03 00:00:00-05:00,2020-12-31 00:00:00-05:00,108.19839477539062,130.22103881835938,0.20353947106780673,165.29551706731908,Long
2020-12-31 00:00:00-05:00,2021-01-25 00:00:00-05:00,130.22103881835938,140.26071166992188,-0.07709716450324496,152.55170139633105,Short
2021-01-25 00:00:00-05:00,2021-01-28 00:00:00-05:00,140.26071166992188,134.5391845703125,-0.04079208661848195,146.32879917917512,Long
2021-01-28 00:00:00-05:00,2021-03-01 00:00:00-05:00,134.5391845703125,125.59964752197266,0.06644560153155891,156.0517042620261,Short
2021-03-01 00:00:00-05:00,2021-04-12 00:00:00-04:00,125.59964752197266,128.99050903320312,0.026997380789920325,160.26469154490405,Long
2021-04-12 00:00:00-04:00,2021-06-02 00:00:00-04:00,128.99050903320312,123.12522888183594,0.045470633423560024,167.5520285848823,Short
2021-06-02 00:00:00-04:00,2021-07-19 00:00:00-04:00,123.12522888183594,140.24618530273438,0.13905319467328284,190.85067343359938,Long
2021-07-19 00:00:00-04:00,2021-08-16 00:00:00-04:00,140.24618530273438,149.00494384765625,-0.06245273998729651,178.93152594925036,Short
2021-08-16 00:00:00-04:00,2021-08-18 00:00:00-04:00,149.00494384765625,144.3115692138672,-0.03149811350278151,173.29552043567497,Long
2021-08-18 00:00:00-04:00,2021-09-03 00:00:00-04:00,144.3115692138672,152.14047241210938,-0.054250003938630116,163.89423776949266,Short
2021-09-03 00:00:00-04:00,2021-09-09 00:00:00-04:00,152.14047241210938,151.9136962890625,-0.0014905706512636351,163.64994182876222,Long
2021-09-09 00:00:00-04:00,2021-09-22 00:00:00-04:00,151.9136962890625,143.80873107910156,0.05335243238725987,172.38106428536028,Short
2021-09-22 00:00:00-04:00,2021-11-10 00:00:00-05:00,143.80873107910156,146.0626220703125,0.01567283832002656,175.08276483533885,Long
2021-11-10 00:00:00-05:00,2021-11-18 00:00:00-05:00,146.0626220703125,155.88771057128906,-0.06726627498338968,163.3055994310728,Short
2021-11-18 00:00:00-05:00,2021-11-26 00:00:00-05:00,155.88771057128906,154.8409881591797,-0.006714592242540492,162.2090689199695,Long
2021-11-26 00:00:00-05:00,2021-11-30 00:00:00-05:00,154.8409881591797,163.224365234375,-0.05414184690281768,153.4267703442559,Short
2021-11-30 00:00:00-05:00,2021-12-16 00:00:00-05:00,163.224365234375,170.0970001220703,0.042105447172833835,159.88687311788448,Long
2021-12-16 00:00:00-05:00,2022-01-03 00:00:00-05:00,170.0970001220703,179.72454833984375,-0.05660034104578103,150.8372215706687,Short
2022-01-03 00:00:00-05:00,2022-01-05 00:00:00-05:00,179.72454833984375,172.7235870361328,-0.03895384002007738,144.96153257253192,Long
2022-01-05 00:00:00-05:00,2022-01-28 00:00:00-05:00,172.7235870361328,168.1912078857422,0.026240649746594694,148.76541737549732,Short
2022-01-28 00:00:00-05:00,2022-04-06 00:00:00-04:00,168.1912078857422,169.88858032226562,0.010091921318958114,150.2667462626328,Long
2022-04-06 00:00:00-04:00,2022-05-17 00:00:00-04:00,169.88858032226562,147.7705841064453,0.13019118868298368,169.83015257808927,Short
2022-05-17 00:00:00-04:00,2022-07-18 00:00:00-04:00,147.7705841064453,145.6219482421875,-0.014540348996049583,167.3607628895515,Long
2022-07-18 00:00:00-04:00,2022-07-21 00:00:00-04:00,145.6219482421875,153.8204345703125,-0.05629979839639209,157.93838567940338,Short
2022-07-21 00:00:00-04:00,2022-08-22 00:00:00-04:00,153.8204345703125,166.15057373046875,0.080159305196346,170.59861693929687,Long
2022-08-22 00:00:00-04:00,2022-09-20 00:00:00-04:00,166.15057373046875,155.57095336914062,0.06367489514956776,181.46146598556788,Short
2022-09-20 00:00:00-04:00,2023-01-30 00:00:00-05:00,155.57095336914062,142.02392578125,-0.08707941485545875,165.6599077087309,Long
2023-01-30 00:00:00-05:00,2023-02-02 00:00:00-05:00,142.02392578125,149.79055786132812,-0.05468537809636773,156.6007330202696,Short
2023-02-02 00:00:00-05:00,2023-02-21 00:00:00-05:00,149.79055786132812,147.69166564941406,-0.014012179685298706,154.4064154103401,Long
2023-02-21 00:00:00-05:00,2023-03-20 00:00:00-04:00,147.69166564941406,156.56430053710938,-0.06007539320977597,145.1303892904519,Short
2023-03-20 00:00:00-04:00,2023-04-10 00:00:00-04:00,156.56430053710938,161.1697235107422,0.029415536989169638,149.39947762487776,Long
2023-04-10 00:00:00-04:00,2023-05-05 00:00:00-04:00,161.1697235107422,172.64846801757812,-0.07122146924866359,138.75902732345114,Short
